Year level,Strand,Content code,Content description,Elaboration,Linked Achievement IDs,descriptor_type
Year 3,Probability,AC9M3P01,identify practical activities and everyday events involving chance; describe possible outcomes and events as ‘likely’ or ‘unlikely’ and identify some events as ‘certain’ or ‘impossible’ explaining reasoning,"classifying a list of everyday events or sorting a set of event cards according to how likely they are to happen, using the language of chance and giving reasons for classifications; discussing how impossible outcomes cannot ever happen, uncertain outcomes are affected by chance as they may or may not happen whereas certain events must always happen, so they are not affected by chance",Y3-AS-17,knowledge
Year 3,Probability,AC9M3P01,identify practical activities and everyday events involving chance; describe possible outcomes and events as ‘likely’ or ‘unlikely’ and identify some events as ‘certain’ or ‘impossible’ explaining reasoning,"making predictions and testing what would happen; for example, if 10 names were put in a box, and names were then drawn out one at a time and replaced after each selection, discussing how likely it would be after 10 selections that all 10 names were drawn from the box or that one name was drawn multiple times",Y3-AS-17,knowledge
Year 3,Probability,AC9M3P02,"conduct repeated chance experiments; identify and describe possible outcomes, record the results, recognise and discuss the variation","identifying the possible outcomes of a chance experiment, creating a tally chart to record results carrying out a few trials, and tallying the results for each trial; responding to the questions: “How did your results vary for each trial?” and “How do the results vary across the class?”","Y3-AS-03, Y3-AS-17",knowledge
Year 3,Probability,AC9M3P02,"conduct repeated chance experiments; identify and describe possible outcomes, record the results, recognise and discuss the variation","conducting repeated trials of chance experiments such as tossing a coin, throwing a dice, drawing a coloured or numbered ball from a bag, using a coloured spinner with equal partitions, and identifying the variation in the number of heads/fives/reds between trials","Y3-AS-03, Y3-AS-17",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"using a bar to represent the whole, dividing it into 10 equal pieces with each piece representing 0.1 or a tenth of the whole length and understanding that 2 pieces are 0.2 or two-tenths of the whole","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"using materials to show the multiplicative relationship between the whole, tenths and hundredths; for example, using a bundle of 10 straws to represent the whole, one straw as the tenth and cutting the tenth into 10 parts to show the hundredths; using “Decipipes” to represent tenths","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"recognising that one is the same as ten-tenths and one-tenth is the same as 10 hundredths and using this relationship to rename decimals; for example, renaming 0.25 as two-tenths and five-hundredths or twenty-five- hundredths","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"making models of measurement attributes to show the relationship between the base unit and parts of the unit; for example, 1.5 metres is one metre and five-tenths of the next metre; 1.75 units is one unit and seventy-five hundredths of the next unit","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"counting large quantities of mixed notes and coins, writing the total using dollars and cents, and recognising the cents as parts of the next dollar","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"comparing the way money and measures are read and said, and explaining how they are the same and different; for example, $2.75 is said, “two dollars seventy-five” and 2.75 metres is said “two point seven five metres”; recognising that the 7 means seven-tenths and the 5 means five-hundredths in both","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"identifying even numbers and explaining why all numbers that end in the digits 0, 2, 4, 6, and 8 are even and that numbers ending in 1, 3, 5, 7 and 9 are odd","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,"explaining the patterns involved in adding, subtracting and multiplying odd and even numbers; for example, even + even = even, odd + even = odd, odd + odd = even and using this to decide whether answers to addition, subtraction and multiplication calculations are correct or not","Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N01,recognise and extend the application of place value to tenths and hundredths and use the conventions of decimal notation to name and represent decimals,following an algorithm consisting of a flow chart with a series of instructions and decisions to determine whether a number is even or odd; using the algorithm to identify which elements of a set of numbers are divisible by 2,"Y4-AS-01, Y4-AS-13",knowledge
Year 4,Number,AC9M4N03,find equivalent representations of fractions using related denominators and make connections between fractions and decimal notation,"extending fraction families within collections of materials; for example, by seeing",Y4-AS-13,knowledge
Year 4,Number,AC9M4N03,find equivalent representations of fractions using related denominators and make connections between fractions and decimal notation,"creating models of equivalent fractions by subdividing capacity measures into smaller fractions; for example, half a cup of flour could be shown as two-quarters or four-eighths of a cup of flour",Y4-AS-13,knowledge
Year 4,Number,AC9M4N03,find equivalent representations of fractions using related denominators and make connections between fractions and decimal notation,"folding paper to show equivalence between different fractions; for example, folding A4 paper in half and half again, repeating to form eighths and demonstrating that",Y4-AS-13,knowledge
Year 4,Number,AC9M4N03,find equivalent representations of fractions using related denominators and make connections between fractions and decimal notation,"identifying and using the connection between fractions of metres and decimals; for example, finding",Y4-AS-13,knowledge
Year 4,Number,AC9M4N03,find equivalent representations of fractions using related denominators and make connections between fractions and decimal notation,"using array diagrams to show the relationship between fractions and division and multiplication of natural numbers; for example, 3 x 4 = 12, 12 ÷ 4 = 3,",Y4-AS-13,knowledge
Year 4,Number,AC9M4N04,count by fractions including mixed numerals; locate and represent these fractions as numbers on number lines,"cutting objects such as oranges or sandwiches into quarters and counting by quarters to find the total number, and saying the counting sequence: one-quarter, two-quarters, three-quarters, four-quarters or one-whole, five-quarters or one-and-one-quarter, six-quarters or one-and-two-quarters… eight-quarters or two-wholes...",Y4-AS-06,knowledge
Year 4,Number,AC9M4N04,count by fractions including mixed numerals; locate and represent these fractions as numbers on number lines,"subdividing the sections between whole numbers on parallel number lines so that one shows halves, another shows quarters and one other shows thirds; counting the fractions by jumping along the number lines, and noticing when the count is at the same position on the parallel lines",Y4-AS-06,knowledge
Year 4,Number,AC9M4N04,count by fractions including mixed numerals; locate and represent these fractions as numbers on number lines,converting mixed numerals into improper fractions and vice versa and representing mixed numerals on a number line,Y4-AS-06,knowledge
Year 4,Number,AC9M4N04,count by fractions including mixed numerals; locate and represent these fractions as numbers on number lines,"using a number line to represent and count in tenths, recognising that 10 tenths is equivalent to one",Y4-AS-06,knowledge
Year 4,Number,AC9M4N05,"solve problems involving multiplying or dividing natural numbers by multiples and powers of 10 without a calculator, using the multiplicative relationship between the place value of digits",using physical or virtual materials to demonstrate the multiplicative relationship between the places,Y4-AS-01,knowledge
Year 4,Number,AC9M4N05,"solve problems involving multiplying or dividing natural numbers by multiples and powers of 10 without a calculator, using the multiplicative relationship between the place value of digits","using materials such as place value charts, numeral expanders or sliders to recognise and explain why multiplying by 10 moves the digits one place to the left and dividing by 10 moves digits one place to the right",Y4-AS-01,knowledge
Year 4,Number,AC9M4N05,"solve problems involving multiplying or dividing natural numbers by multiples and powers of 10 without a calculator, using the multiplicative relationship between the place value of digits","using a calculator or other digital tools to recognise and develop an understanding of the effect of multiplying or dividing numbers by 10s, 100s and 1,000s, recording sequences in a place value chart, in a table or spreadsheet, generalising the patterns noticed and applying them to solve multiplicative problems without a calculator",Y4-AS-01,knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","using and choosing efficient calculation strategies for addition and subtraction problems involving larger numbers; for example, place value partitioning, inverse relationship, compatible numbers, jump strategies, bridging tens, splitting one or more numbers, extensions to basic facts, algorithms and digital tools where appropriate","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","using physical or virtual materials to demonstrate doubling and halving strategies for solving multiplication problems; for example, for 5 x 18, using the fact that double 5 is 10 and half of 18 is 9; or using 10 x 18 = 180 and halve 180 is 90; applying the associative property of multiplication, where 5 x 18 becomes 5 x 2 x 9, then 5 x 2 x 9 = 10 x 9 = 90 so that 5 x 18 = 90","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","using an array to represent a multiplication problem, connecting the idea of how many groups and how many in each group with the rows and columns of the array, and writing an associated number sentence","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","using materials or a diagram to solve a multiplication or division problem, by writing a number sentence, and explaining what each of the numbers within the number sentence refers to","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","representing a multiplicative situation using materials, array diagrams and/or a bar model, and writing multiplication and/or division number sentences, based on whether the number of groups, the number per group or the total is missing, and explaining how each number in their number sentence is connected to the situation","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","using place value partitioning, basic facts and an area or region model to represent and solve multiplication problems, such as 16 × 4, thinking 10 × 4 and 6 × 4, 40 + 24 = 64 or a double, double strategy where double 16 is 32, double this is 64, so 16 x 4 is 64","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N06,"develop efficient strategies and use appropriate digital tools for solving problems involving addition and subtraction, and multiplication and division where there is no remainder","using materials or diagrams to develop and explain division strategies; for example, finding thirds, using the inverse relationship to turn division into a multiplication","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N07,choose and use estimation and rounding to check and explain the reasonableness of calculations including the results of financial transactions,"using proficiency with basic facts to estimate the result of a calculation and say what amounts the answer will be between; for example, 5 packets of biscuits at $2.60 each will cost between $10 and $15 as 5 x $2 = $10 and 5 x $3 = $15",Y4-AS-02,knowledge
Year 4,Number,AC9M4N07,choose and use estimation and rounding to check and explain the reasonableness of calculations including the results of financial transactions,"using rounded amounts to complete an estimated budget for a shopping trip or an excursion, explaining why overestimating the amounts is appropriate",Y4-AS-02,knowledge
Year 4,Number,AC9M4N07,choose and use estimation and rounding to check and explain the reasonableness of calculations including the results of financial transactions,"recognising the effect of rounding in addition and multiplication calculations; rounding both numbers up, both numbers down and one number up and one number down, and explaining which is the best approximation and why",Y4-AS-02,knowledge
Year 4,Number,AC9M4N08,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems using number sentences and choose efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling and solving a range of practical additive problems using materials, part-part-whole diagrams and/or a bar model, and writing addition and/or subtraction number sentences, based on whether a part or the whole is missing; explaining how each number in their number sentence is connected to the situation","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N08,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems using number sentences and choose efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling practical problems with division, interpreting and representing the situation using a diagram or array to represent what is unknown (the number of groups, or the number per group); writing a division number sentence to represent the situation and choosing an efficient calculation strategy","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N08,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems using number sentences and choose efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling practical problems involving money, such as a budget for a large event, as requiring either addition, subtraction, multiplication or division and justifying the choice of operation in relation to the situation","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N08,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems using number sentences and choose efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling and solving multiplication problems involving money, such as buying 5 toy scooters for $96 each, using efficient mental strategies and written jottings to keep track if needed; for example, rounding $96 up to $100 and subtracting 5 x $4 = $20, so 5 x $96 is the same as 5 x $100 less $20, giving the answer $500 – $20 = $480","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N08,"use mathematical modelling to solve practical problems involving additive and multiplicative situations including financial contexts; formulate the problems using number sentences and choose efficient calculation strategies, using digital tools where appropriate; interpret and communicate solutions in terms of the situation","modelling situations by formulating comparison problems using number sentences, comparison models and arrays; for example, “Ariana read 16 books for the readathon; Maryam read 4 times as many books. How many books did Maryam read?” using the expression 4 x 16 and using place value partitioning, basic facts and an array, thinking 4 x 10 = 40 and 4 x 6 = 24, so 4 x 16 can be written as 40 + 24 = 64","Y4-AS-15, Y4-AS-19",knowledge
Year 4,Number,AC9M4N09,follow and create algorithms involving a sequence of steps and decisions that use addition or multiplication to generate sets of numbers; identify and describe any emerging patterns,"creating an algorithm that will generate number sequences involving multiples of one to 10 using digital tools to assist, identifying and explaining emerging patterns, recognising that number sequences can be extended indefinitely",,knowledge
Year 4,Number,AC9M4N09,follow and create algorithms involving a sequence of steps and decisions that use addition or multiplication to generate sets of numbers; identify and describe any emerging patterns,"creating a basic flow chart that represents an algorithm that will generate a sequence of numbers using multiplication by a constant term; using a calculator to model and follow the algorithm, and record the sequence of numbers generated; checking results and describing any emerging patterns",,knowledge
Year 4,Number,AC9M4N09,follow and create algorithms involving a sequence of steps and decisions that use addition or multiplication to generate sets of numbers; identify and describe any emerging patterns,"using a multiplication formula in a spreadsheet and the “fill down” function to generate a sequence of numbers; for example, entering the number one in the cell A1, using “fill down” to cell A100, entering the formula “ = A1*4 “ in the cell B1 and using the “fill down” function to generate a sequence of 100 numbers; describing emerging patterns",,knowledge
Year 4,Number,AC9M4N09,follow and create algorithms involving a sequence of steps and decisions that use addition or multiplication to generate sets of numbers; identify and describe any emerging patterns,"creating an algorithm that will generate number sequences involving multiples of one to 10 using digital tools to assist, identifying and explaining emerging patterns, recognising that number sequences can be extended indefinitely",,knowledge
Year 4,Algebra,AC9M4A01,"find unknown values in numerical equations involving addition and subtraction, using the properties of numbers and operations","demonstrating the commutative properties of addition using materials, diagrams and number lines; for example, using number lines to demonstrate that 5 + 2 = 2 + 5, demonstrating that 2 + 2 + 3 = 7 and 2 + 3 + 2 = 7 and 3 + 2 + 2 = 7",Y4-AS-09,knowledge
Year 4,Algebra,AC9M4A01,"find unknown values in numerical equations involving addition and subtraction, using the properties of numbers and operations","using balance scales and informal uniform units to create addition or subtraction number sentences showing equivalence, such as 7 + 8 = 6 + 9, and to find unknowns in equivalent number sentences, such as 6 + 8 = □ + 10",Y4-AS-09,knowledge
Year 4,Algebra,AC9M4A01,"find unknown values in numerical equations involving addition and subtraction, using the properties of numbers and operations","using relational thinking and knowledge of equivalent number sentences to explain whether equations involving addition or subtraction are true; for example, explaining that 27 – 14 = 17 – 4 is true and using a number line to show the common difference is 13",Y4-AS-09,knowledge
Year 4,Algebra,AC9M4A01,"find unknown values in numerical equations involving addition and subtraction, using the properties of numbers and operations","using part-part-whole diagrams or bar models to recognise and explain the inverse relationship between addition and subtraction, using this to make calculations easier; for example, solving 27 + □ = 63 using subtraction, □ = 63 – 27",Y4-AS-09,knowledge
Year 4,Algebra,AC9M4A02,recall and demonstrate proficiency with multiplication facts up to 10 x 10 and related division facts; extend and apply facts to develop efficient mental strategies for computation with larger numbers without a calculator,"using arrays on grid paper or created with blocks or counters to develop, represent and explain patterns in the 10 x 10 multiplication facts; using the arrays to explain the related division facts",,knowledge
Year 4,Algebra,AC9M4A02,recall and demonstrate proficiency with multiplication facts up to 10 x 10 and related division facts; extend and apply facts to develop efficient mental strategies for computation with larger numbers without a calculator,"using materials or diagrams to develop and record multiplication strategies such as doubling, halving, commutativity, and adding one more or subtracting from a group to reach a known fact; for example, creating multiples of 3 on grid paper and doubling to find multiples of 6; recording and explaining the connections to the x3 and x6 multiplication facts: 3, 6, 9, … doubled is 6, 12, 18, …",,knowledge
Year 4,Algebra,AC9M4A02,recall and demonstrate proficiency with multiplication facts up to 10 x 10 and related division facts; extend and apply facts to develop efficient mental strategies for computation with larger numbers without a calculator,"using known multiplication facts for 2, 3, 5 and 10 to establish multiplication facts for 4, 6, 7, 8 and 9 in different ways; for example, using multiples of 10 to establish the multiples of 9 as “to multiply a number by 9 you multiply by 10 then take the number away”; 9 x 4 = 10 x 4 – 4, so 9 x 4 is 40 – 4 = 36; using multiple of 3 as “to multiply a number by 9 you multiply by 3, and then multiply the result by 3 again”",,knowledge
Year 4,Algebra,AC9M4A02,recall and demonstrate proficiency with multiplication facts up to 10 x 10 and related division facts; extend and apply facts to develop efficient mental strategies for computation with larger numbers without a calculator,"using arrays and known multiplication facts for twos and fives to develop the multiplication facts for sevens, applying the distributive property of multiplication; for example, when finding 6 x 7, knowing that 7 is made up of 2 and 5, and using an array to show that 6 x 7 is the same as 6 x 2 + 6 x 5 = 12 + 30 which is 42",,knowledge
Year 4,Algebra,AC9M4A02,recall and demonstrate proficiency with multiplication facts up to 10 x 10 and related division facts; extend and apply facts to develop efficient mental strategies for computation with larger numbers without a calculator,using known multiplication facts up to 10 x 10 and the inverse relationship of multiplication and division to establish corresponding division facts,,knowledge
Year 4,Algebra,AC9M4A02,recall and demonstrate proficiency with multiplication facts up to 10 x 10 and related division facts; extend and apply facts to develop efficient mental strategies for computation with larger numbers without a calculator,"designing, creating and playing instructive card games that involve the recall, recognition and explanation of the 10 x 10 multiplication facts and related division facts",,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units",reading the mass of objects measured with digital and analog kitchen scales and explaining what unit of mass the lines on the analog scales refer to,Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units","deciding on which attribute, unit and measuring instrument to use to compare the length and mass of various things, such as the distance travelled by an object in a science investigation; explaining the use of units such as grams or millimetres to give accurate measures when needed",Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units","using scaled instruments such as tape measures, measuring jugs, kitchen scales and thermometers, recording measures using whole units; for example, 560 millimetres, or whole and part units; for example, 5.25 metres, 1.75 litres, 2.5 kilograms, 28.5° Celsius",Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units",reading and interpreting the scale of an analog clock without marked minutes to estimate the time to the nearest minute and to determine the duration of time between events,Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units","using the timer or alarm function of a clock to alert when a specified duration has elapsed from a given starting time; for example, the different activities of an exercise routine",Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units","making a scaled measuring instrument such as a tape measure, ruler, sand timer, sun dial or measuring cup using scaled instruments and direct comparisons",Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M01,"interpret unmarked and partial units when measuring and comparing attributes of length, mass, capacity, duration and temperature, using scaled and digital instruments and appropriate units","exploring the different types of scaled instruments used by First Nations Ranger Groups and other groups to make decisions about caring for Country/Place, and modelling these in local contexts",Y4-AS-16,knowledge
Year 4,Measurement,AC9M4M02,"recognise ways of measuring and approximating the perimeter and area of shapes and enclosed spaces, using appropriate formal and informal units","recognising that perimeter is the sum of the lengths that form the boundary of a shape or enclosed space; choosing suitable units from a range of objects to measure around the boundary of a shape such as a garden bed; comparing the results to say which unit was an appropriate choice for the context; using a piece of string or rope to measure the perimeter of irregular shapes and enclosed spaces, including those that have curved sections",Y4-AS-11,knowledge
Year 4,Measurement,AC9M4M02,"recognise ways of measuring and approximating the perimeter and area of shapes and enclosed spaces, using appropriate formal and informal units",creating a range of rectangles representing “paddocks” on grid paper and establishing different methods of working out the length of the boundary fences; explaining that the more efficient methods involve adding the side lengths rather than counting squares,Y4-AS-11,knowledge
Year 4,Measurement,AC9M4M02,"recognise ways of measuring and approximating the perimeter and area of shapes and enclosed spaces, using appropriate formal and informal units","recognising that area is the space enclosed by the boundary of a shape or the surface of an object; measuring and comparing the area of shapes, using an array of paper tiles or mosaic squares, including part units to fill gaps at the edge of the shapes; comparing the total areas by combining the fractional parts to make whole units",Y4-AS-11,knowledge
Year 4,Measurement,AC9M4M02,"recognise ways of measuring and approximating the perimeter and area of shapes and enclosed spaces, using appropriate formal and informal units","demonstrating how to use one unit repeatedly to measure the area of a shape; for example, using one paper square to measure and compare the area of a rectangle and a triangle; recording and explaining how they used part units to give a more accurate measure, and why they needed to ensure there were no gaps or overlaps",Y4-AS-11,knowledge
Year 4,Measurement,AC9M4M02,"recognise ways of measuring and approximating the perimeter and area of shapes and enclosed spaces, using appropriate formal and informal units",investigating the ways First Nations Ranger Groups and other groups measure areas of land to make decisions about fire burns to care for Country/Place,Y4-AS-11,knowledge
Year 4,Measurement,AC9M4M03,solve problems involving the duration of time including situations involving “am” and “pm” and conversions between units of time,"calculating the amount of time between 2 events, such as the start and finish of a movie, a bus journey or a flight, including cases where the starting and finishing times are written using “am” and “pm” notation",Y4-AS-05,knowledge
Year 4,Measurement,AC9M4M03,solve problems involving the duration of time including situations involving “am” and “pm” and conversions between units of time,"converting units of time using relationships between units, such as 60 minutes in an hour and 60 seconds in a minute, to solve problems; for example, creating a daily timetable for an activity such as an athletics carnival or planning an exercise routine with activities and rests",Y4-AS-05,knowledge
Year 4,Measurement,AC9M4M03,solve problems involving the duration of time including situations involving “am” and “pm” and conversions between units of time,"exploring First Nations Australians’ explanations of the passing of time through cultural accounts about cyclic phenomena involving sun, moon and stars",Y4-AS-05,knowledge
Year 4,Measurement,AC9M4M04,"estimate and compare angles using angle names including acute, obtuse, straight angle, reflex and revolution, and recognise their relationship to a right angle","classifying the interior angles of a range of shapes, using examples of angles to identify acute, obtuse, right and reflex angles",Y4-AS-03,knowledge
Year 4,Measurement,AC9M4M04,"estimate and compare angles using angle names including acute, obtuse, straight angle, reflex and revolution, and recognise their relationship to a right angle","identifying angles within the environment and estimating whether they are acute, obtuse right or reflex",Y4-AS-03,knowledge
Year 4,Measurement,AC9M4M04,"estimate and compare angles using angle names including acute, obtuse, straight angle, reflex and revolution, and recognise their relationship to a right angle","creating a right-angle template using cardboard or a double-folded piece of paper and using it to compare angles in the environment, commenting on whether they are smaller than or greater than a right angle",Y4-AS-03,knowledge
Year 4,Measurement,AC9M4M04,"estimate and compare angles using angle names including acute, obtuse, straight angle, reflex and revolution, and recognise their relationship to a right angle","using different measuring tools such as a spirit level or set squares to determine whether lines or objects are straight, square or perpendicular (at right angles)",Y4-AS-03,knowledge
Year 4,Space,AC9M4SP01,"represent and approximate composite shapes and objects in the environment, using combinations of familiar shapes and objects",identifying common shapes that form part of a composite shape by re-creating these shapes using physical or virtual materials,Y4-AS-14,knowledge
Year 4,Space,AC9M4SP01,"represent and approximate composite shapes and objects in the environment, using combinations of familiar shapes and objects","physically or virtually using cubes to make three-dimensional models that approximate real objects; for example, building a virtual environment by using a computer software program to construct objects out of cubes",Y4-AS-14,knowledge
Year 4,Space,AC9M4SP01,"represent and approximate composite shapes and objects in the environment, using combinations of familiar shapes and objects","approximating complex shapes and objects in the environment with familiar shapes and objects; for example, drawing cartoon animals by combining familiar shapes",Y4-AS-14,knowledge
Year 4,Space,AC9M4SP01,"represent and approximate composite shapes and objects in the environment, using combinations of familiar shapes and objects",recognising how familiar shapes and objects are used in logos and other graphics to represent more complex shapes and creating logos using graphic design software,Y4-AS-14,knowledge
Year 4,Space,AC9M4SP02,create and interpret grid reference systems using grid references and directions to locate and describe positions and pathways,"interpreting a grid reference map of a familiar location of interest, such as a map of the showgrounds, a food festival, botanical garden, a park in the local area or a train station, and writing instructions using grid references for a friend to find them at a specified location",Y4-AS-07,knowledge
Year 4,Space,AC9M4SP02,create and interpret grid reference systems using grid references and directions to locate and describe positions and pathways,"recognising that a spreadsheet uses a grid reference system, locating and entering data in cells and using a spreadsheet to record data collected through observations or experiments",Y4-AS-07,knowledge
Year 4,Space,AC9M4SP02,create and interpret grid reference systems using grid references and directions to locate and describe positions and pathways,"comparing and contrasting, describing and locating landmarks, people or things in a bird’s eye picture of a busy scene, such as people in a park, initially without a transparent grid reference system overlaid on the picture, and then with the grid overlaid; noticing how the grid helps to pinpoint things quickly and easily",Y4-AS-07,knowledge
Year 4,Space,AC9M4SP02,create and interpret grid reference systems using grid references and directions to locate and describe positions and pathways,using different sized grids as a tool to enlarge an image or artwork,Y4-AS-07,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","identifying rotational symmetry of shapes by tracing around various shapes and objects to create an image, and using the image to test and record which different rotations result in the same image",Y4-AS-10,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","using dynamic geometric software to manipulate shapes and create symmetrical patterns; for example, creating tessellation patterns that are symmetrical",Y4-AS-10,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","using stimulus materials such as the motifs in Central Asian textiles, Tibetan artefacts, Indian lotus designs and Islamic artwork to investigate and discuss line and rotational symmetry",Y4-AS-10,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","exploring the natural environment on Country/Place to investigate and discuss patterns and symmetry of shapes and objects such as in flowers, plants and landscapes",Y4-AS-10,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","investigating many-to-one data displays using digital tools and graphical software, interpreting and discussing key features",Y4-AS-10,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","understanding that data can be represented with one symbol representing more than one piece of data, and that it is important to read all information about a representation before making judgements",Y4-AS-10,knowledge
Year 4,Space,AC9M4SP03,"recognise line and rotational symmetry of shapes and create symmetrical patterns and pictures, using dynamic geometric software where appropriate","constructing graphs of data collected through observation during science experiments, recording, interpreting and discussing the results in terms of the scientific study",Y4-AS-10,knowledge
Year 4,Statistics,AC9M4ST01,,"acquiring samples of data using practical activities, observations or repeated chance experiments, recording data using tally charts, digital tables or spread sheets, graphing, discussing and comparing the results using a column graph","Y4-AS-08, Y4-AS-17",knowledge
Year 4,Statistics,AC9M4ST01,,using secondary data of fire burns to construct data displays that assist First Nations Ranger Groups and other groups to care for Country/Place,"Y4-AS-08, Y4-AS-17",knowledge
Year 4,Statistics,AC9M4ST02,"analyse the effectiveness of different displays or visualisations in illustrating and comparing data distributions, then discuss the shape of distributions and the variation in the data",suggesting questions that can be answered by a given data display and using the display to answer these questions,Y4-AS-08,knowledge
Year 4,Statistics,AC9M4ST02,"analyse the effectiveness of different displays or visualisations in illustrating and comparing data distributions, then discuss the shape of distributions and the variation in the data",interpreting data representations in the media and other forums where symbols represent one-to-many relationships and how this can be challenging when the representations use part-whole representations,Y4-AS-08,knowledge
