Year level,Strand,Sub-strand,Content code,Content description,Elaboration,Tags,Linked Achievement IDs
Year 3,Literacy,Interacting with others,AC9E3LY02,use interaction skills to contribute to conversations and discussions to share information and ideas,building on and connecting ideas and opinions expressed by others,Other,"Year3-AS-5312, Year3-AS-9767, Year4-AS-9767"
Year 3,Literacy,Interacting with others,AC9E3LY02,use interaction skills to contribute to conversations and discussions to share information and ideas,"listening actively, including listening for specific information, recognising the value of others’ contributions and responding through comments, recounts and summaries of information",Other,"Year3-AS-5312, Year3-AS-9767, Year4-AS-9767"
Year 3,Literacy,Interacting with others,AC9E3LY02,use interaction skills to contribute to conversations and discussions to share information and ideas,"learning the specific speaking or listening skills of different group roles; for example, group leader, note taker and reporter",Other,"Year3-AS-5312, Year3-AS-9767, Year4-AS-9767"
Year 3,Literacy,Interacting with others,AC9E3LY02,use interaction skills to contribute to conversations and discussions to share information and ideas,"using language appropriately in different situations; for example, explaining a procedure to a group, engaging in a game with friends",Other,"Year3-AS-5312, Year3-AS-9767, Year4-AS-9767"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY03,"identify the audience and purpose of imaginative, informative and persuasive texts through their use of language features and/or images","identifying words, phrases and images intended to persuade listeners, viewers or readers",Comprehension,"Year3-AS-3926, Year3-AS-6612, Year3-AS-7796"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY03,"identify the audience and purpose of imaginative, informative and persuasive texts through their use of language features and/or images",identifying features of advertisements that target children,Other,"Year3-AS-3926, Year3-AS-6612, Year3-AS-7796"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY03,"identify the audience and purpose of imaginative, informative and persuasive texts through their use of language features and/or images","identifying the purpose of an imaginative text; for example, identifying the purpose of a fable",Text structure,"Year3-AS-3926, Year3-AS-6612, Year3-AS-7796"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY04,"read a range of texts using phonic, semantic and grammatical knowledge to read accurately and fluently, re-reading and self-correcting when required","using phonic knowledge, word knowledge, vocabulary and grammatical knowledge to read unknown words",Comprehension,"Year3-AS-1436, Year3-AS-3926"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY04,"read a range of texts using phonic, semantic and grammatical knowledge to read accurately and fluently, re-reading and self-correcting when required","reading a wider range of texts from different learning areas, including chapter books and informative texts","Comprehension, Text structure","Year3-AS-1436, Year3-AS-3926"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY05,"use comprehension strategies when listening and viewing to build literal and inferred meaning, and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features","making predictions about a text, drawing on knowledge of the topic, subject-specific vocabulary and experience of texts on the same topic","Comprehension, Text structure","Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY05,"use comprehension strategies when listening and viewing to build literal and inferred meaning, and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features","determining important ideas, events or details in texts",Text structure,"Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY05,"use comprehension strategies when listening and viewing to build literal and inferred meaning, and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features","learning new content from reading and listening, and asking questions to expand understanding",Comprehension,"Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY05,"use comprehension strategies when listening and viewing to build literal and inferred meaning, and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features",comparing and contrasting how different texts present similar ideas or information,Text structure,"Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY05,"use comprehension strategies when listening and viewing to build literal and inferred meaning, and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features","drawing inferences, using evidence from the text and prior knowledge and experience; for example, making predictions about a character's likely actions or about the content of tabbed pages on a website","Comprehension, Text structure","Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
Year 3,Literacy,"Analysing, interpreting and evaluating",AC9E3LY05,"use comprehension strategies when listening and viewing to build literal and inferred meaning, and begin to evaluate texts by drawing on a growing knowledge of context, text structures and language features",determining the relevance of a text for a particular task,Text structure,"Year3-AS-3926, Year3-AS-4698, Year3-AS-7034, Year3-AS-9767"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words","gathering information and ideas about a topic in preparation for writing, which may include online and digital sources",Other,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words","selecting appropriate text structure for a writing purpose, and sequencing content for clarity and to have an impact on an audience",Text structure,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words",using appropriate simple and compound sentences to express and combine ideas,Grammar,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words","using vocabulary, including topic-specific vocabulary, relevant to the type of text and purpose",Text structure,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words","using digital tools to plan, sequence, compose and edit texts",Text structure,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words","using print and online dictionaries, and spellcheck to edit spelling, realising that spellcheck accuracy depends on understanding the word function; for example, “there” or “their” and “rain” or “reign”",Comprehension,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY06,"plan, create, edit and publish imaginative, informative and persuasive written and multimodal texts, using visual features, appropriate form and layout, with ideas grouped in simple paragraphs, mostly correct tense, topic-specific vocabulary and correct spelling of most high-frequency and phonetically regular words",checking for correct use of apostrophes for contractions and to indicate possession,Other,"Year3-AS-1942, Year3-AS-7849, Year3-AS-994"
Year 3,Literacy,Creating texts,AC9E3LY07,"plan, create, rehearse and deliver short oral and/or multimodal presentations to inform, express opinions or tell stories, using a clear structure, details to elaborate ideas, topic-specific and precise vocabulary, visual features, and appropriate tone, pace, pitch and volume",researching a topic to prepare an oral or multimodal presentation,Other,"Year3-AS-4477, Year3-AS-5312, Year3-AS-77, Year3-AS-9767"
Year 3,Literacy,Creating texts,AC9E3LY07,"plan, create, rehearse and deliver short oral and/or multimodal presentations to inform, express opinions or tell stories, using a clear structure, details to elaborate ideas, topic-specific and precise vocabulary, visual features, and appropriate tone, pace, pitch and volume",planning the sequence of ideas and information using techniques such as storyboards,Other,"Year3-AS-4477, Year3-AS-5312, Year3-AS-77, Year3-AS-9767"
Year 3,Literacy,Creating texts,AC9E3LY07,"plan, create, rehearse and deliver short oral and/or multimodal presentations to inform, express opinions or tell stories, using a clear structure, details to elaborate ideas, topic-specific and precise vocabulary, visual features, and appropriate tone, pace, pitch and volume",adjusting tone and pace to purpose and audience,Other,"Year3-AS-4477, Year3-AS-5312, Year3-AS-77, Year3-AS-9767"
Year 3,Literacy,Creating texts,AC9E3LY07,"plan, create, rehearse and deliver short oral and/or multimodal presentations to inform, express opinions or tell stories, using a clear structure, details to elaborate ideas, topic-specific and precise vocabulary, visual features, and appropriate tone, pace, pitch and volume",explaining ideas to a peer when planning a presentation,Other,"Year3-AS-4477, Year3-AS-5312, Year3-AS-77, Year3-AS-9767"
Year 3,Literacy,Phonic and word knowledge,AC9E3LY09,"understand how to apply knowledge of phoneme–grapheme (sound–letter) relationships, syllables, and blending and segmenting to fluently read and write multisyllabic words with more complex letter patterns","reading and writing more complex words with consonant digraphs and consonant blends; for example, “shrinking”, “against” and “rocket”","Phonics, Comprehension","Year3-AS-1436, Year3-AS-1942"
Year 3,Literacy,Phonic and word knowledge,AC9E3LY09,"understand how to apply knowledge of phoneme–grapheme (sound–letter) relationships, syllables, and blending and segmenting to fluently read and write multisyllabic words with more complex letter patterns","reading and writing consonant digraphs representing different sounds; for example, “machine”, “change” and “school”","Phonics, Comprehension","Year3-AS-1436, Year3-AS-1942"
Year 3,Literacy,Phonic and word knowledge,AC9E3LY10,"understand how to apply knowledge of common base words, prefixes, suffixes and generalisations for adding a suffix to a base word to read and comprehend new multimorphemic words","understanding how to use knowledge of prefixes to change the meaning of a base word; for example, “undone”, “remove” and “misunderstand”",Comprehension,Year3-AS-1436
Year 3,Literacy,Phonic and word knowledge,AC9E3LY10,"understand how to apply knowledge of common base words, prefixes, suffixes and generalisations for adding a suffix to a base word to read and comprehend new multimorphemic words","using generalisations for adding a suffix to a base word to form a plural or past tense; for example, to make a word plural when it ends in “ss”, “sh”, “ch” or “z”, add “es”",Other,Year3-AS-1436
Year 3,Literacy,Phonic and word knowledge,AC9E3LY11,use phoneme–grapheme (sound–letter) relationships and less common letter patterns to spell words,"using phonic knowledge to explore less common letter patterns after short vowels; for example, words that end in “dge”, “badge”, “edge” and “fridge”",Other,Year3-AS-1942
Year 3,Literacy,Phonic and word knowledge,AC9E3LY11,use phoneme–grapheme (sound–letter) relationships and less common letter patterns to spell words,"using phonic knowledge and knowledge of letter patterns to spell words with 3-letter blends; for example, “str-ip”",Phonics,Year3-AS-1942
Year 3,Literacy,Phonic and word knowledge,AC9E3LY12,recognise and know how to write most high-frequency words including some homophones,"using context and syntactic knowledge to spell homophones; for example, “break” or “brake” and “ate” or “eight”",Text structure,Year3-AS-1942
Year 4,Language,Language for interacting with others,AC9E4LA01,explore language used to develop relationships in formal and informal situations,"recognising that language is adjusted in different contexts; for example, in degree of formality when moving between group discussions and presenting a group report",Text structure,"Year3-AS-9767, Year4-AS-9767"
Year 4,Language,Language for interacting with others,AC9E4LA01,explore language used to develop relationships in formal and informal situations,"understanding how age, expertise and familiarity influence the ways in which people interact and how these codes and conventions vary across cultures",Comprehension,"Year3-AS-9767, Year4-AS-9767"
Year 4,Language,Language for interacting with others,AC9E4LA01,explore language used to develop relationships in formal and informal situations,recognising the importance of using inclusive language,Other,"Year3-AS-9767, Year4-AS-9767"
Year 4,Language,Language for interacting with others,AC9E4LA01,explore language used to develop relationships in formal and informal situations,"exploring cultural respects for First Nations Australian Elders, and greeting conventions between First Nations Australians",Other,"Year3-AS-9767, Year4-AS-9767"
Year 4,Language,Language for interacting with others,AC9E4LA02,"identify the subjective language of opinion and feeling, and the objective language of factual reporting","identifying ways thinking verbs are used to express opinions; for example, “I think”, “I believe”, and ways summary verbs are used to report findings; for example, “we concluded”",Grammar,"Year4-AS-4170, Year4-AS-5015, Year4-AS-928"
Year 4,Language,Language for interacting with others,AC9E4LA02,"identify the subjective language of opinion and feeling, and the objective language of factual reporting","comparing statements that have similar information presented objectively and subjectively; for example, “The man has 6 cats.” “The man has too many noisy cats.”",Other,"Year4-AS-4170, Year4-AS-5015, Year4-AS-928"
Year 4,Language,Text structure and organisation,AC9E4LA03,identify how texts across the curriculum have different language features and are typically organised into characteristic stages depending on purposes,"identifying the typical stages and language features of texts such as narratives, factual recounts, imaginative recounts, biographies, information reports, explanations, book talks, poetry and arguments for a particular purpose",Text structure,"Year4-AS-2446, Year4-AS-3318, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA03,identify how texts across the curriculum have different language features and are typically organised into characteristic stages depending on purposes,"understanding how and why text structure is important in texts such as sequential and causal explanations, and comparative and part-whole information reports","Comprehension, Text structure","Year4-AS-2446, Year4-AS-3318, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA03,identify how texts across the curriculum have different language features and are typically organised into characteristic stages depending on purposes,"recognising that poems have different purposes that influence the organisation into characteristic stages; for example, poems that tell stories, poems that describe and poems that reflect on aspects of life",Other,"Year4-AS-2446, Year4-AS-3318, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA03,identify how texts across the curriculum have different language features and are typically organised into characteristic stages depending on purposes,"recognising the difference between a text’s form such as a poster, email or list and its organisation into stages depending on its social purpose",Text structure,"Year4-AS-2446, Year4-AS-3318, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA04,"identify how text connectives including temporal and conditional words, and topic word associations are used to sequence and connect ideas","recognising how authors construct texts that are cohesive and coherent using pronouns that link to something previously mentioned and determiners; for example, “this”, “that”, “these” and “those”, to identify things","Grammar, Text structure","Year4-AS-2446, Year4-AS-3318, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA04,"identify how text connectives including temporal and conditional words, and topic word associations are used to sequence and connect ideas","recognising how authors use text connectives to create links between sentences; for example, “however”, “therefore”, “nevertheless” and “in addition”","Grammar, Text structure","Year4-AS-2446, Year4-AS-3318, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA04,"identify how text connectives including temporal and conditional words, and topic word associations are used to sequence and connect ideas","recognising how text connectives link sections of a text, providing sequences through time; for example, “firstly”, “then”, “next” and “finally”",Text structure,"Year4-AS-2446, Year4-AS-3318, Year4-AS-60, Year4-AS-8934, Year4-AS-9414"
Year 4,Language,Text structure and organisation,AC9E4LA05,"identify text navigation features of online texts that enhance readability including headlines, drop-down menus, links, graphics and layout","investigating the features used for texts such as headings and subheadings in print text, home pages and subpages in digital texts, and how these help the reader select text for a purpose","Comprehension, Text structure","Year4-AS-1871, Year4-AS-2446"
Year 4,Language,Text structure and organisation,AC9E4LA05,"identify text navigation features of online texts that enhance readability including headlines, drop-down menus, links, graphics and layout",comparing the features of texts on similar topics online,Text structure,"Year4-AS-1871, Year4-AS-2446"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA06,"understand that complex sentences contain one independent clause and at least one dependent clause typically joined by a subordinating conjunction to create relationships, such as time and causality","creating richer, more specific descriptions by using adjectival clauses; for example, “Crossing the mountain range was difficult.” becomes “The mountain pass which had received days of heavy rain was dangerous.”",Other,"Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA06,"understand that complex sentences contain one independent clause and at least one dependent clause typically joined by a subordinating conjunction to create relationships, such as time and causality","creating more precise and detailed sentences by adding adverbial clauses; for example, “They crossed the mountain range.” becomes “Although the path was overgrown, they crossed the mountain range.”",Grammar,"Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA07,investigate how quoted (direct) and reported (indirect) speech are used,"investigating examples of quoted (direct) speech; for example, “He said, ‘I’ll go to the park today.’” and reported (indirect) speech; for example, “He told me he was going to the park today.” and why they have been used in different contexts",Text structure,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA08,understand how adverb groups/phrases and prepositional phrases work in different ways to provide circumstantial details about an activity,"investigating in texts how adverb groups/phrases and prepositional phrases can provide details of the circumstances surrounding a happening or state; for example, “At midnight (time) he rose slowly (manner) from the chair (place) and went upstairs (place).”","Grammar, Text structure","Year4-AS-3318, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA09,"understand past, present and future tenses and their impact on meaning in a sentence","understanding the tense that types of texts are commonly written in; for example, informative texts are usually written in present tense","Comprehension, Text structure","Year4-AS-4170, Year4-AS-4250, Year4-AS-5067"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA09,"understand past, present and future tenses and their impact on meaning in a sentence",identifying the tense in texts they read,"Comprehension, Text structure","Year4-AS-4170, Year4-AS-4250, Year4-AS-5067"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA10,"explore the effect of choices when framing an image, placement of elements in the image and salience on composition of still and moving images in texts","examining visual and multimodal texts, building a vocabulary to describe visual elements and techniques such as framing, composition and salience, and beginning to understand how these choices influence viewer response","Comprehension, Text structure","Year4-AS-1871, Year4-AS-4170, Year4-AS-5067, Year4-AS-8934"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA11,"expand vocabulary by exploring a range of synonyms and antonyms, and using words encountered in a range of sources","building vocabulary from research about technical and learning area–specific topics; for example, gravity and magnetic forces",Other,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA11,"expand vocabulary by exploring a range of synonyms and antonyms, and using words encountered in a range of sources",determining or clarifying the shades of meaning of synonyms and antonyms,Other,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA11,"expand vocabulary by exploring a range of synonyms and antonyms, and using words encountered in a range of sources","using words encountered in texts that are formed from a First Nations Australian language; for example, Woomba Woomba or Toowoom was the place referred to by First Nations Australians on the Darling Downs and then the name was referred to as Toowoomba by the drovers",Text structure,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-5067"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA12,"understand that punctuation signals dialogue through quotation marks and that dialogue follows conventions for the use of capital letters, commas and boundary punctuation","identifying the use of quotation marks, capital letters, commas and boundary punctuation to signal dialogue in texts","Grammar, Text structure","Year4-AS-4170, Year4-AS-5067, Year4-AS-5193"
Year 4,Language,Language for expressing and developing ideas,AC9E4LA12,"understand that punctuation signals dialogue through quotation marks and that dialogue follows conventions for the use of capital letters, commas and boundary punctuation",using punctuated dialogue in own writing,Other,"Year4-AS-4170, Year4-AS-5067, Year4-AS-5193"
Year 4,Literature,Literature and contexts,AC9E4LE01,"recognise similar storylines, ideas and relationships in different contexts in literary texts by First Nations Australian, and wide-ranging Australian and world authors","comparing the plots and characters in 2 literary texts with similar ideas; for example, 2 literary texts that explore friendship in texts by wide-ranging Australian authors",Text structure,"Year4-AS-1871, Year4-AS-3318"
Year 4,Literature,Literature and contexts,AC9E4LE01,"recognise similar storylines, ideas and relationships in different contexts in literary texts by First Nations Australian, and wide-ranging Australian and world authors",commenting on how literary texts set in different time periods present ideas about nature,Text structure,"Year4-AS-1871, Year4-AS-3318"
Year 4,Literature,Literature and contexts,AC9E4LE01,"recognise similar storylines, ideas and relationships in different contexts in literary texts by First Nations Australian, and wide-ranging Australian and world authors","discussing how everyday life, such as mealtimes and family relationships, is depicted in particular historical and cultural contexts in texts by wide-ranging world authors",Text structure,"Year4-AS-1871, Year4-AS-3318"
Year 4,Literature,Literature and contexts,AC9E4LE01,"recognise similar storylines, ideas and relationships in different contexts in literary texts by First Nations Australian, and wide-ranging Australian and world authors",recognising similar storylines and ideas in literature by First Nations Australian authors,Other,"Year4-AS-1871, Year4-AS-3318"
Year 4,Literature,Engaging with and responding to literature,AC9E4LE02,describe the effects of text structures and language features in literary texts when responding to and sharing opinions,sharing and discussing understanding of the effects of literary techniques on their appreciation of texts,"Comprehension, Text structure",Year4-AS-928
Year 4,Literature,Engaging with and responding to literature,AC9E4LE02,describe the effects of text structures and language features in literary texts when responding to and sharing opinions,"sharing responses to texts using appropriate language to talk specifically about grammar and literature; for example, “The use of the noun groups to describe the character really helps to create images for the reader.”","Grammar, Comprehension, Text structure",Year4-AS-928
Year 4,Literature,Engaging with and responding to literature,AC9E4LE02,describe the effects of text structures and language features in literary texts when responding to and sharing opinions,"using language appropriate to a text such as “flashback”, “tension” and “resolution” when sharing opinions about plot structure",Text structure,Year4-AS-928
Year 4,Literature,Examining literature,AC9E4LE03,"discuss how authors and illustrators make stories engaging by the way they develop character, setting and plot tensions","examining an author’s choice of language to describe a character’s appearance, behaviour and speech",Other,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-928"
Year 4,Literature,Examining literature,AC9E4LE03,"discuss how authors and illustrators make stories engaging by the way they develop character, setting and plot tensions","discussing what is learnt about a character through dialogue such as their likes, dislikes or personal qualities",Other,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-928"
Year 4,Literature,Examining literature,AC9E4LE03,"discuss how authors and illustrators make stories engaging by the way they develop character, setting and plot tensions","identifying moments in the plot where characters are faced with choices, and commenting on how the author makes the reader care about their decisions and the consequences",Comprehension,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-928"
Year 4,Literature,Examining literature,AC9E4LE03,"discuss how authors and illustrators make stories engaging by the way they develop character, setting and plot tensions",identifying how illustrations contribute to the meaning of stories by First Nations Australian authors,Other,"Year4-AS-1871, Year4-AS-3318, Year4-AS-4170, Year4-AS-928"
Year 4,Literature,Examining literature,AC9E4LE04,"examine the use of literary devices and deliberate word play in literary texts, including poetry, to shape meaning","defining neologisms and puns, and identifying how they are used by authors to create a sense of freshness, originality and playfulness",Other,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-928, Year4-AS-9767"
Year 4,Literature,Examining literature,AC9E4LE04,"examine the use of literary devices and deliberate word play in literary texts, including poetry, to shape meaning","discussing poetic language, including adjectives that engage readers emotionally and bring the poet’s subject matter to life","Grammar, Comprehension","Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-928, Year4-AS-9767"
Year 4,Literature,Examining literature,AC9E4LE04,"examine the use of literary devices and deliberate word play in literary texts, including poetry, to shape meaning",exploring emotive language in texts by First Nations Australian poets and authors,Text structure,"Year4-AS-1871, Year4-AS-4170, Year4-AS-5015, Year4-AS-928, Year4-AS-9767"
Year 4,Literature,Creating literature,AC9E4LE05,"create and edit literary texts by developing storylines, characters and settings","creating texts using a range of sentence types, including dialogue and literary devices","Grammar, Text structure","Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414, Year4-AS-9767"
Year 4,Literature,Creating literature,AC9E4LE05,"create and edit literary texts by developing storylines, characters and settings","collaborating with a peer to edit literary texts by sharing feedback about choices made to develop storylines, characters and settings",Text structure,"Year4-AS-5067, Year4-AS-60, Year4-AS-8934, Year4-AS-9414, Year4-AS-9767"
Year 4,Literacy,Texts in context,AC9E4LY01,compare texts from different times with similar purposes and audiences to identify similarities and differences in their depictions of events,"viewing documentaries and news footage from different periods, comparing the purpose and audience; for example, coverage of major sporting events",Other,"Year4-AS-1871, Year4-AS-3318"
Year 4,Literacy,Texts in context,AC9E4LY01,compare texts from different times with similar purposes and audiences to identify similarities and differences in their depictions of events,"comparing the texts used to communicate between family members, noting similarities and differences as a result of changing technology",Text structure,"Year4-AS-1871, Year4-AS-3318"
Year 4,Literacy,Interacting with others,AC9E4LY02,"listen for key points and information to carry out tasks and contribute to discussions, acknowledging another opinion, linking a response to the topic, and sharing and extending ideas and information","making notes about a task, asking questions to clarify or follow up information, and seeking assistance if required",Other,"Year4-AS-928, Year4-AS-9767"
Year 4,Literacy,Interacting with others,AC9E4LY02,"listen for key points and information to carry out tasks and contribute to discussions, acknowledging another opinion, linking a response to the topic, and sharing and extending ideas and information","developing speaking and listening behaviours including acknowledging and extending others’ contributions, presenting ideas and opinions clearly and coherently",Other,"Year4-AS-928, Year4-AS-9767"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY03,"identify the characteristic features used in imaginative, informative and persuasive texts to meet the purpose of the text",identifying how authors use language to create imaginary worlds,Other,"Year4-AS-1871, Year4-AS-2446, Year4-AS-3318, Year4-AS-4170"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY03,"identify the characteristic features used in imaginative, informative and persuasive texts to meet the purpose of the text","identifying how authors use techniques, such as headings, italics and bold text, to support readers or viewers to navigate specific texts","Comprehension, Text structure","Year4-AS-1871, Year4-AS-2446, Year4-AS-3318, Year4-AS-4170"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY03,"identify the characteristic features used in imaginative, informative and persuasive texts to meet the purpose of the text","identifying visual features such as images and layout used in informative texts to complement, add to or shape understanding of a topic","Comprehension, Text structure","Year4-AS-1871, Year4-AS-2446, Year4-AS-3318, Year4-AS-4170"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY04,"read different types of texts, integrating phonic, semantic and grammatical knowledge to read accurately and fluently, re-reading and self-correcting when needed","reading increasingly complex texts using established word identification strategies, knowledge of the topic and understanding of text structure and language features","Comprehension, Text structure","Year4-AS-1871, Year4-AS-5193"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts","making connections between information in print, images and sound",Phonics,"Year4-AS-1871, Year4-AS-9767"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts",reading or listening for key topic-specific vocabulary words to build understanding,Comprehension,"Year4-AS-1871, Year4-AS-9767"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts",reading or listening to interpret the main idea and supporting ideas,Comprehension,"Year4-AS-1871, Year4-AS-9767"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts",identifying evidence and reasoning used by authors to support points or arguments,Other,"Year4-AS-1871, Year4-AS-9767"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts","applying self-monitoring strategies such as re-reading, pausing and questioning, and self-correction strategies such as confirming and cross-checking",Comprehension,"Year4-AS-1871, Year4-AS-9767"
Year 4,Literacy,"Analysing, interpreting and evaluating",AC9E4LY05,"use comprehension strategies such as visualising, predicting, connecting, summarising, monitoring and questioning to build literal and inferred meaning, to expand topic knowledge and ideas, and evaluate texts","connecting the use of colours, images, symbols and patterns in texts by First Nations Australian authors and illustrators",Text structure,"Year4-AS-1871, Year4-AS-9767"
